segmento,cluster,tipo,jaccard_mean,jaccard_std,jaccard_min,jaccard_max
todos,0,M1,0.9967442040521093,0.00544203222782985,0.9769711163153786,1.0
todos,1,M2,0.8480234839860011,0.23761732817455192,0.0,1.0
todos,2,M3,0.8652048306742682,0.19306488610281447,0.3793103448275862,1.0
