tipo,vol_es,vol_fds,efecto_pct,t_stat,p_value,n_dias_es,n_dias_fds
P3,833818.3317191277,528014.2419338971,-36.675145910349315,12.66262269732933,1.2065076400602573e-31,324,128
M2,556133.9145915891,399281.20664294064,-28.204125631114795,3.8076800801968322,0.00015972429188498673,324,128
M1,200484.755295571,135948.28514295816,-32.190213194747855,8.728081785143695,5.0925782065896097e-17,324,128
P2,35996.06295073474,20489.697088092566,-43.077949618725356,8.32530486742904,1.0187223778466942e-15,324,128
